Date;Temperature;Humidity;CO2
2023/11/29 14:18:01;14.40;45.60;479
2023/11/29 14:18:09;14.40;45.30;474
2023/11/29 14:18:20;14.40;45.10;487
2023/11/29 14:18:29;14.30;45.10;489
2023/11/29 14:18:40;14.30;45.20;473
2023/11/29 14:18:50;14.10;45.40;457
2023/11/29 14:19:00;14.10;45.50;468
2023/11/29 14:19:08;14.00;45.60;473
2023/11/29 14:19:19;13.90;45.60;465
2023/11/29 14:19:30;13.80;45.80;457
2023/11/29 14:19:38;13.70;45.80;459
2023/11/29 14:19:48;13.60;45.70;460
2023/11/29 14:19:59;13.40;45.80;455
2023/11/29 14:20:08;13.30;46.00;455
2023/11/29 14:20:20;13.20;46.20;455
2023/11/29 14:20:28;13.10;46.30;460
2023/11/29 14:20:41;12.90;46.50;465
2023/11/29 14:20:51;12.80;46.80;456
2023/11/29 14:20:59;12.70;47.20;473
2023/11/29 14:21:10;12.60;47.60;463
2023/11/29 14:21:19;12.50;48.20;463
2023/11/29 14:21:29;12.40;48.80;468
2023/11/29 14:21:41;12.30;49.40;481
2023/11/29 14:22:01;12.10;50.10;442
2023/11/29 14:21:51;12.20;49.80;463
2023/11/29 14:22:09;12.10;50.30;455
2023/11/29 14:22:22;12.00;50.60;461
2023/11/29 14:22:29;11.90;50.80;473
2023/11/29 14:22:39;11.90;51.00;455
2023/11/29 14:22:49;11.80;51.20;459
2023/11/29 14:23:01;11.80;51.40;483
2023/11/29 14:23:12;11.80;51.70;464
2023/11/29 14:23:20;11.70;52.00;472
2023/11/29 14:23:29;11.70;52.40;481
2023/11/29 14:23:41;11.70;52.60;457
2023/11/29 14:23:59;11.70;52.80;455
2023/11/29 14:24:11;11.70;52.90;290
2023/11/29 14:24:21;11.70;53.00;435
2023/11/29 14:27:01;11.50;52.20;455
2023/11/29 14:26:51;11.60;52.40;459
